anio	mes	nombre_departamento_indec	sector_nombre	puestos_sector_privado
2020	11	Diamante	Actividades especializadas de construcción	23
2020	11	Diamante	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	67
2020	11	Diamante	Comercio al por mayor excepto autos y motos	498
2020	11	Diamante	Comercio al por menor excepto autos y motos	510
2020	11	Diamante	Transporte terrestre y por tuberías	237
2020	11	Diamante	Transporte acuático	5
2020	11	Diamante	Almacenamiento y actividades de apoyo al transporte	31
2020	11	Diamante	Servicio de correo y mensajería	14
2020	11	Diamante	Servicios de alojamiento	18
2020	11	Diamante	Servicios de expendio de alimentos y bebidas	64
2020	11	Diamante	Edición	20
2020	11	Diamante	Servicios audiovisuales	NA
2020	11	Diamante	Programación y transmisiones de TV y radio	25
2020	11	Diamante	Telecomunicaciones	17
2020	11	Diamante	Servicios de programación, consultoría informática y actividades conexas	20
2020	11	Diamante	Servicios financieros (excepto seguros y pensiones)	46
2020	11	Diamante	Servicios de seguros, reaseguros y pensiones	27
2020	11	Diamante	Servicios auxiliares de la actividad financiera y de seguros	5
2020	11	Diamante	Servicios inmobiliarios	20
2020	11	Diamante	Servicios jurídicos y de contabilidad	56
2020	11	Diamante	Servicios y asesoramiento de dirección y gestión empresarial	5
2020	11	Diamante	Servicios de arquitectura e ingeniería	7
2020	11	Diamante	Investigación y desarrollo científico	NA
2020	11	Diamante	Servicios de publicidad e investigación de mercado	5
2020	11	Diamante	Otras actividades profesionales, científicas y técnicas	3
2020	11	Diamante	Servicios veterinarios	NA
2020	11	Diamante	Alquiler y arrendamiento	NA
2020	11	Diamante	Servicios de obtención y dotación de personal	NA
2020	11	Diamante	Agencias de viajes, servicios de reservas y actividades conexas	5
2020	11	Diamante	Actividades de investigación y seguridad	16
2020	11	Diamante	Servicios a edificios y actividades de jardinería	19
2020	11	Diamante	Actividades administrativas y de apoyo a oficinas y empresas	31
2020	11	Diamante	Administración pública, defensa y seguridad social	NA
2020	11	Diamante	Enseñanza	1087
2020	11	Diamante	Servicios de salud humana	760
2020	11	Diamante	Actividades de atención en instituciones	92
2020	11	Diamante	Juegos de azar y apuestas	20
2020	11	Diamante	Actividades deportivas, recreativas y de entretenimiento	9
2020	11	Diamante	Servicios de asociaciones	355
2020	11	Diamante	Otros servicios personales	24
2020	11	Diamante	Otros sectores	NA
2020	11	Federación	Agricultura, ganadería, caza y servicios relacionados	1494
2020	11	Federación	Silvicultura y explotación forestal	32
2020	11	Federación	Pesca y acuicultura	NA
2020	11	Federación	Extracción de petróleo crudo y gas natural	NA
2020	11	Federación	Extracción de otros minerales	10
2020	11	Federación	Actividades de apoyo al petróleo y la minería	NA
2020	11	Federación	Elaboración de productos alimenticios	389
2020	11	Federación	Elaboración de bebidas	22
2020	11	Federación	Elaboración de prendas de vestir	NA
2020	11	Federación	Elaboración de productos de cuero y calzado	NA
2020	11	Federación	Elaboración de productos de madera	860
2020	11	Federación	Elaboración de productos de papel	3
2020	11	Federación	Imprentas y editoriales	NA
2020	11	Federación	Fabricación de sustancias químicas	49
2020	11	Federación	Elaboracion de productos farmacéuticos	NA
2020	11	Federación	Fabricación de productos de caucho y vidrio	6
2020	11	Federación	Fabricación de productos de vidrio y otros minerales no metálicos	16
2020	11	Federación	Fabricación de metales comunes	NA
2020	11	Federación	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	66
2020	11	Federación	Fabricación de productos de informática, de electrónica y de óptica	NA
2020	11	Federación	Fabricación de equipo eléctrico	8
2020	11	Federación	Fabricación de maquinarias	17
2020	11	Federación	Fabricación de vehículos automotores, remolques y semirremolques	11
2020	11	Federación	Fabricación de otros equipos de transporte	NA
2020	11	Federación	Fabricación de muebles	74
2020	11	Federación	Reparación e instalación de maquinaria y equipo	10
2020	11	Federación	Suministro de electricidad, gas, vapor y aire acondicionado	73
2020	11	Federación	Captación, tratamiento y distribución de agua	5
2020	11	Federación	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2020	11	Federación	Construcción de edificios y partes	66
2020	11	Federación	Obras de ingeniería civil	95
2020	11	Federación	Actividades especializadas de construcción	55
2020	11	Federación	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	153
2020	11	Federación	Comercio al por mayor excepto autos y motos	584
2020	11	Federación	Comercio al por menor excepto autos y motos	734
2020	11	Federación	Transporte terrestre y por tuberías	154
2020	11	Federación	Transporte acuático	NA
2020	11	Federación	Almacenamiento y actividades de apoyo al transporte	9
2020	11	Federación	Servicio de correo y mensajería	3
2020	11	Federación	Servicios de alojamiento	283
2020	11	Federación	Servicios de expendio de alimentos y bebidas	110
2020	11	Federación	Edición	NA
2020	11	Federación	Servicios audiovisuales	4
2020	11	Federación	Programación y transmisiones de TV y radio	43
2020	11	Federación	Telecomunicaciones	40
2020	11	Federación	Servicios de programación, consultoría informática y actividades conexas	27
2020	11	Federación	Actividades de procesamiento de información	NA
2020	11	Federación	Servicios financieros (excepto seguros y pensiones)	65
2020	11	Federación	Servicios de seguros, reaseguros y pensiones	26
2020	11	Federación	Servicios auxiliares de la actividad financiera y de seguros	5
2020	11	Federación	Servicios inmobiliarios	33
2020	11	Federación	Servicios jurídicos y de contabilidad	82
2020	11	Federación	Servicios y asesoramiento de dirección y gestión empresarial	10
2020	11	Federación	Servicios de arquitectura e ingeniería	17
2020	11	Federación	Investigación y desarrollo científico	NA
2020	11	Federación	Servicios de publicidad e investigación de mercado	3
2020	11	Federación	Otras actividades profesionales, científicas y técnicas	NA
2020	11	Federación	Servicios veterinarios	NA
2020	11	Federación	Alquiler y arrendamiento	17
2020	11	Federación	Servicios de obtención y dotación de personal	NA
2020	11	Federación	Agencias de viajes, servicios de reservas y actividades conexas	4
2020	11	Federación	Actividades de investigación y seguridad	12
2020	11	Federación	Servicios a edificios y actividades de jardinería	32
2020	11	Federación	Actividades administrativas y de apoyo a oficinas y empresas	23
2020	11	Federación	Administración pública, defensa y seguridad social	NA
2020	11	Federación	Enseñanza	577
2020	11	Federación	Servicios de salud humana	155
2020	11	Federación	Actividades de atención en instituciones	NA
2020	11	Federación	Actividades de atención sin alojamiento	25
2020	11	Federación	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	3
2020	11	Federación	Juegos de azar y apuestas	4
2020	11	Federación	Actividades deportivas, recreativas y de entretenimiento	13
2020	11	Federación	Servicios de asociaciones	173
2020	11	Federación	Reparación de computadoras y equipos de uso doméstico	NA
2020	11	Federación	Otros servicios personales	9
2020	11	Federación	Otros sectores	NA
2020	11	Federal	Agricultura, ganadería, caza y servicios relacionados	728
2020	11	Federal	Silvicultura y explotación forestal	NA
2020	11	Federal	Extracción de minerales metálicos	NA
2020	11	Federal	Extracción de otros minerales	3
2020	11	Federal	Actividades de apoyo al petróleo y la minería	NA
2020	11	Federal	Elaboración de productos alimenticios	31
2020	11	Federal	Elaboración de bebidas	5
2020	11	Federal	Elaboración de prendas de vestir	NA
2020	11	Federal	Elaboración de productos de madera	12
2020	11	Federal	Elaboración de productos de papel	NA
2020	11	Federal	Fabricación de sustancias químicas	NA
2020	11	Federal	Fabricación de productos de caucho y vidrio	3
2020	11	Federal	Fabricación de productos de vidrio y otros minerales no metálicos	7
2020	11	Federal	Fabricación de metales comunes	NA
2020	11	Federal	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	8
2020	11	Federal	Fabricación de equipo eléctrico	NA
2020	11	Federal	Fabricación de vehículos automotores, remolques y semirremolques	10
2020	11	Federal	Fabricación de muebles	NA
2020	11	Federal	Suministro de electricidad, gas, vapor y aire acondicionado	5
2020	11	Federal	Captación, tratamiento y distribución de agua	NA
2020	11	Federal	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2020	11	Federal	Construcción de edificios y partes	33
2020	11	Federal	Obras de ingeniería civil	158
2020	11	Federal	Actividades especializadas de construcción	67
2020	11	Federal	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	28
2020	11	Federal	Comercio al por mayor excepto autos y motos	122
2020	11	Federal	Comercio al por menor excepto autos y motos	225
2020	11	Federal	Transporte terrestre y por tuberías	52
2020	11	Federal	Almacenamiento y actividades de apoyo al transporte	NA
2020	11	Federal	Servicio de correo y mensajería	4
2020	11	Federal	Servicios de alojamiento	6
2020	11	Federal	Servicios de expendio de alimentos y bebidas	15
2020	11	Federal	Edición	NA
2020	11	Federal	Programación y transmisiones de TV y radio	9
2020	11	Federal	Telecomunicaciones	NA
2020	11	Federal	Servicios de programación, consultoría informática y actividades conexas	NA
2020	11	Federal	Servicios financieros (excepto seguros y pensiones)	14
2020	11	Federal	Servicios de seguros, reaseguros y pensiones	9
2020	11	Federal	Servicios auxiliares de la actividad financiera y de seguros	5
2020	11	Federal	Servicios inmobiliarios	15
2020	11	Federal	Servicios jurídicos y de contabilidad	16
2020	11	Federal	Servicios y asesoramiento de dirección y gestión empresarial	5
2020	11	Federal	Servicios de arquitectura e ingeniería	4
2020	11	Federal	Investigación y desarrollo científico	NA
2020	11	Federal	Servicios de publicidad e investigación de mercado	NA
2020	11	Federal	Servicios veterinarios	NA
2020	11	Federal	Alquiler y arrendamiento	3
2020	11	Federal	Actividades de investigación y seguridad	5
2020	11	Federal	Servicios a edificios y actividades de jardinería	11
2020	11	Federal	Actividades administrativas y de apoyo a oficinas y empresas	10
2020	11	Federal	Administración pública, defensa y seguridad social	NA
2020	11	Federal	Enseñanza	177
2020	11	Federal	Servicios de salud humana	37
2020	11	Federal	Actividades de atención en instituciones	6
2020	11	Federal	Actividades de atención sin alojamiento	NA
2020	11	Federal	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2020	11	Federal	Juegos de azar y apuestas	6
2020	11	Federal	Actividades deportivas, recreativas y de entretenimiento	6
2020	11	Federal	Servicios de asociaciones	74
2020	11	Federal	Otros servicios personales	5
2020	11	Federal	Otros sectores	6
2020	11	Feliciano	Agricultura, ganadería, caza y servicios relacionados	364
2020	11	Feliciano	Silvicultura y explotación forestal	NA
2020	11	Feliciano	Pesca y acuicultura	NA
2020	11	Feliciano	Extracción de otros minerales	NA
2020	11	Feliciano	Elaboración de productos alimenticios	34
2020	11	Feliciano	Elaboración de productos de cuero y calzado	NA
2020	11	Feliciano	Elaboración de productos de madera	NA
2020	11	Feliciano	Fabricación de productos de refinación de petróleo	NA
2020	11	Feliciano	Elaboracion de productos farmacéuticos	3
2020	11	Feliciano	Fabricación de productos de caucho y vidrio	NA
2020	11	Feliciano	Fabricación de productos de vidrio y otros minerales no metálicos	NA
2020	11	Feliciano	Fabricación de metales comunes	NA
2020	11	Feliciano	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	NA
2020	11	Feliciano	Fabricación de productos de informática, de electrónica y de óptica	NA
2020	11	Feliciano	Fabricación de maquinarias	NA
2020	11	Feliciano	Fabricación de vehículos automotores, remolques y semirremolques	NA
2020	11	Feliciano	Fabricación de otros equipos de transporte	NA
2020	11	Feliciano	Fabricación de muebles	NA
2020	11	Feliciano	Suministro de electricidad, gas, vapor y aire acondicionado	4
2020	11	Feliciano	Captación, tratamiento y distribución de agua	8
2020	11	Feliciano	Construcción de edificios y partes	11
2020	11	Feliciano	Obras de ingeniería civil	30
2020	11	Feliciano	Actividades especializadas de construcción	166
2020	11	Feliciano	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	4
2020	11	Feliciano	Comercio al por mayor excepto autos y motos	40
2020	11	Feliciano	Comercio al por menor excepto autos y motos	111
2020	11	Feliciano	Transporte terrestre y por tuberías	7
2020	11	Feliciano	Almacenamiento y actividades de apoyo al transporte	NA
2020	11	Feliciano	Servicio de correo y mensajería	3
2020	11	Feliciano	Servicios de alojamiento	23
2020	11	Feliciano	Servicios de expendio de alimentos y bebidas	4
2020	11	Feliciano	Programación y transmisiones de TV y radio	4
2020	11	Feliciano	Servicios financieros (excepto seguros y pensiones)	15
2020	11	Feliciano	Servicios de seguros, reaseguros y pensiones	4
2020	11	Feliciano	Servicios inmobiliarios	12
2020	11	Feliciano	Servicios jurídicos y de contabilidad	10
2020	11	Feliciano	Servicios de arquitectura e ingeniería	NA
2020	11	Feliciano	Investigación y desarrollo científico	NA
2020	11	Feliciano	Servicios veterinarios	NA
2020	11	Feliciano	Alquiler y arrendamiento	NA
2020	11	Feliciano	Servicios a edificios y actividades de jardinería	6
2020	11	Feliciano	Actividades administrativas y de apoyo a oficinas y empresas	5
2020	11	Feliciano	Administración pública, defensa y seguridad social	NA
2020	11	Feliciano	Enseñanza	57
2020	11	Feliciano	Servicios de salud humana	14
2020	11	Feliciano	Actividades de atención sin alojamiento	NA
2020	11	Feliciano	Juegos de azar y apuestas	NA
2020	11	Feliciano	Actividades deportivas, recreativas y de entretenimiento	NA
2020	11	Feliciano	Servicios de asociaciones	14
2020	11	Feliciano	Otros servicios personales	3
2020	11	Gualeguay	Agricultura, ganadería, caza y servicios relacionados	967
2020	11	Gualeguay	Silvicultura y explotación forestal	6
2020	11	Gualeguay	Pesca y acuicultura	3
2020	11	Gualeguay	Extracción de petróleo crudo y gas natural	NA
2020	11	Gualeguay	Extracción de minerales metálicos	3
2020	11	Gualeguay	Extracción de otros minerales	9
2020	11	Gualeguay	Actividades de apoyo al petróleo y la minería	NA
2020	11	Gualeguay	Elaboración de productos alimenticios	1555
2020	11	Gualeguay	Elaboración de bebidas	12
2020	11	Gualeguay	Elaboración de productos textiles	NA
2020	11	Gualeguay	Elaboración de prendas de vestir	NA
2020	11	Gualeguay	Elaboración de productos de cuero y calzado	13
2020	11	Gualeguay	Elaboración de productos de madera	NA
2020	11	Gualeguay	Elaboración de productos de papel	NA
2020	11	Gualeguay	Imprentas y editoriales	9
2020	11	Gualeguay	Fabricación de productos de refinación de petróleo	NA
2020	11	Gualeguay	Fabricación de sustancias químicas	14
2020	11	Gualeguay	Elaboracion de productos farmacéuticos	3
2020	11	Gualeguay	Fabricación de productos de caucho y vidrio	7
2020	11	Gualeguay	Fabricación de productos de vidrio y otros minerales no metálicos	NA
2020	11	Gualeguay	Fabricación de metales comunes	5
2020	11	Gualeguay	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	73
2020	11	Gualeguay	Fabricación de equipo eléctrico	8
2020	11	Gualeguay	Fabricación de vehículos automotores, remolques y semirremolques	17
2020	11	Gualeguay	Fabricación de otros equipos de transporte	4
2020	11	Gualeguay	Otras industrias manufactureras	6
2020	11	Gualeguay	Reparación e instalación de maquinaria y equipo	NA
2020	11	Gualeguay	Suministro de electricidad, gas, vapor y aire acondicionado	30
2020	11	Gualeguay	Captación, tratamiento y distribución de agua	8
2020	11	Gualeguay	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	38
2020	11	Gualeguay	Construcción de edificios y partes	36
2020	11	Gualeguay	Obras de ingeniería civil	279
2020	11	Gualeguay	Actividades especializadas de construcción	31
2020	11	Gualeguay	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	49
2020	11	Gualeguay	Comercio al por mayor excepto autos y motos	442
2020	11	Gualeguay	Comercio al por menor excepto autos y motos	589
2020	11	Gualeguay	Transporte terrestre y por tuberías	222
2020	11	Gualeguay	Transporte aéreo	NA
2020	11	Gualeguay	Almacenamiento y actividades de apoyo al transporte	21
2020	11	Gualeguay	Servicio de correo y mensajería	7
2020	11	Gualeguay	Servicios de alojamiento	20
2020	11	Gualeguay	Servicios de expendio de alimentos y bebidas	65
2020	11	Gualeguay	Edición	8
2020	11	Gualeguay	Servicios audiovisuales	3
2020	11	Gualeguay	Programación y transmisiones de TV y radio	33
2020	11	Gualeguay	Telecomunicaciones	27
2020	11	Gualeguay	Servicios de programación, consultoría informática y actividades conexas	12
2020	11	Gualeguay	Servicios financieros (excepto seguros y pensiones)	47
2020	11	Gualeguay	Servicios de seguros, reaseguros y pensiones	43
2020	11	Gualeguay	Servicios auxiliares de la actividad financiera y de seguros	13
2020	11	Gualeguay	Servicios inmobiliarios	41
2020	11	Gualeguay	Servicios jurídicos y de contabilidad	58
2020	11	Gualeguay	Servicios y asesoramiento de dirección y gestión empresarial	23
2020	11	Gualeguay	Servicios de arquitectura e ingeniería	8
2020	11	Gualeguay	Investigación y desarrollo científico	NA
2020	11	Gualeguay	Servicios de publicidad e investigación de mercado	5
2020	11	Gualeguay	Otras actividades profesionales, científicas y técnicas	NA
2020	11	Gualeguay	Servicios veterinarios	3
2020	11	Gualeguay	Alquiler y arrendamiento	22
2020	11	Gualeguay	Servicios de obtención y dotación de personal	NA
2020	11	Gualeguay	Agencias de viajes, servicios de reservas y actividades conexas	4
2020	11	Gualeguay	Actividades de investigación y seguridad	19
2020	11	Gualeguay	Servicios a edificios y actividades de jardinería	33
2020	11	Gualeguay	Actividades administrativas y de apoyo a oficinas y empresas	13
2020	11	Gualeguay	Administración pública, defensa y seguridad social	NA
2020	11	Gualeguay	Enseñanza	531
2020	11	Gualeguay	Servicios de salud humana	172
2020	11	Gualeguay	Actividades de atención en instituciones	14
2020	11	Gualeguay	Actividades de atención sin alojamiento	NA
2020	11	Gualeguay	Juegos de azar y apuestas	14
2020	11	Gualeguay	Actividades deportivas, recreativas y de entretenimiento	12
2020	11	Gualeguay	Servicios de asociaciones	109
2020	11	Gualeguay	Reparación de computadoras y equipos de uso doméstico	NA
2020	11	Gualeguay	Otros servicios personales	12
2020	11	Gualeguay	Otros sectores	11
2020	11	Gualeguaychú	Agricultura, ganadería, caza y servicios relacionados	1331
2020	11	Gualeguaychú	Silvicultura y explotación forestal	80
2020	11	Gualeguaychú	Pesca y acuicultura	4
2020	11	Gualeguaychú	Extracción de carbón y lignito	NA
2020	11	Gualeguaychú	Extracción de petróleo crudo y gas natural	11
2020	11	Gualeguaychú	Extracción de otros minerales	35
2020	11	Gualeguaychú	Actividades de apoyo al petróleo y la minería	4
2020	11	Gualeguaychú	Elaboración de productos alimenticios	885
2020	11	Gualeguaychú	Elaboración de bebidas	467
2020	11	Gualeguaychú	Elaboración de productos de tabaco	NA
2020	11	Gualeguaychú	Elaboración de productos textiles	105
2020	11	Gualeguaychú	Elaboración de prendas de vestir	16
2020	11	Gualeguaychú	Elaboración de productos de cuero y calzado	NA
2020	11	Gualeguaychú	Elaboración de productos de madera	43
2020	11	Gualeguaychú	Elaboración de productos de papel	61
2020	11	Gualeguaychú	Imprentas y editoriales	22
2020	11	Gualeguaychú	Fabricación de productos de refinación de petróleo	NA
2020	11	Gualeguaychú	Fabricación de sustancias químicas	358
2020	11	Gualeguaychú	Elaboracion de productos farmacéuticos	24
2020	11	Gualeguaychú	Fabricación de productos de caucho y vidrio	196
2020	11	Gualeguaychú	Fabricación de productos de vidrio y otros minerales no metálicos	39
2020	11	Gualeguaychú	Fabricación de metales comunes	40
2020	11	Gualeguaychú	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	257
2020	11	Gualeguaychú	Fabricación de productos de informática, de electrónica y de óptica	4
2020	11	Gualeguaychú	Fabricación de equipo eléctrico	224
2020	11	Gualeguaychú	Fabricación de maquinarias	80
2020	11	Gualeguaychú	Fabricación de vehículos automotores, remolques y semirremolques	517
2020	11	Gualeguaychú	Fabricación de otros equipos de transporte	10
2020	11	Gualeguaychú	Fabricación de muebles	8
2020	11	Gualeguaychú	Otras industrias manufactureras	9
2020	11	Gualeguaychú	Reparación e instalación de maquinaria y equipo	10
2020	11	Gualeguaychú	Suministro de electricidad, gas, vapor y aire acondicionado	151
2020	11	Gualeguaychú	Captación, tratamiento y distribución de agua	21
2020	11	Gualeguaychú	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	18
2020	11	Gualeguaychú	Construcción de edificios y partes	252
2020	11	Gualeguaychú	Obras de ingeniería civil	288
2020	11	Gualeguaychú	Actividades especializadas de construcción	96
2020	11	Gualeguaychú	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	147
2020	11	Gualeguaychú	Comercio al por mayor excepto autos y motos	1028
2020	11	Gualeguaychú	Comercio al por menor excepto autos y motos	1478
2020	11	Gualeguaychú	Transporte terrestre y por tuberías	670
2020	11	Gualeguaychú	Transporte acuático	17
2020	11	Gualeguaychú	Transporte aéreo	NA
2020	11	Gualeguaychú	Almacenamiento y actividades de apoyo al transporte	157
2020	11	Gualeguaychú	Servicio de correo y mensajería	46
2020	11	Gualeguaychú	Servicios de alojamiento	154
2020	11	Gualeguaychú	Servicios de expendio de alimentos y bebidas	222
2020	11	Gualeguaychú	Edición	30
2020	11	Gualeguaychú	Servicios audiovisuales	10
2020	11	Gualeguaychú	Programación y transmisiones de TV y radio	34
2020	11	Gualeguaychú	Telecomunicaciones	83
2020	11	Gualeguaychú	Servicios de programación, consultoría informática y actividades conexas	145
2020	11	Gualeguaychú	Actividades de procesamiento de información	NA
2020	11	Gualeguaychú	Servicios financieros (excepto seguros y pensiones)	189
2020	11	Gualeguaychú	Servicios de seguros, reaseguros y pensiones	114
2020	11	Gualeguaychú	Servicios auxiliares de la actividad financiera y de seguros	34
2020	11	Gualeguaychú	Servicios inmobiliarios	109
2020	11	Gualeguaychú	Servicios jurídicos y de contabilidad	155
2020	11	Gualeguaychú	Servicios y asesoramiento de dirección y gestión empresarial	64
2020	11	Gualeguaychú	Servicios de arquitectura e ingeniería	26
2020	11	Gualeguaychú	Investigación y desarrollo científico	13
2020	11	Gualeguaychú	Servicios de publicidad e investigación de mercado	15
2020	11	Gualeguaychú	Otras actividades profesionales, científicas y técnicas	10
2020	11	Gualeguaychú	Servicios veterinarios	13
2020	11	Gualeguaychú	Alquiler y arrendamiento	86
2020	11	Gualeguaychú	Servicios de obtención y dotación de personal	13
2020	11	Gualeguaychú	Agencias de viajes, servicios de reservas y actividades conexas	44
2020	11	Gualeguaychú	Actividades de investigación y seguridad	157
2020	11	Gualeguaychú	Servicios a edificios y actividades de jardinería	89
2020	11	Gualeguaychú	Actividades administrativas y de apoyo a oficinas y empresas	113
2020	11	Gualeguaychú	Administración pública, defensa y seguridad social	NA
2020	11	Gualeguaychú	Enseñanza	1733
2020	11	Gualeguaychú	Servicios de salud humana	477
2020	11	Gualeguaychú	Actividades de atención en instituciones	30
2020	11	Gualeguaychú	Actividades de atención sin alojamiento	NA
2020	11	Gualeguaychú	Servicios artísticos y de espectáculos	NA
2020	11	Gualeguaychú	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2020	11	Gualeguaychú	Juegos de azar y apuestas	21
2020	11	Gualeguaychú	Actividades deportivas, recreativas y de entretenimiento	150
2020	11	Gualeguaychú	Servicios de asociaciones	430
2020	11	Gualeguaychú	Reparación de computadoras y equipos de uso doméstico	3
2020	11	Gualeguaychú	Otros servicios personales	35
2020	11	Gualeguaychú	Otros sectores	34
2020	11	Islas del Ibicuy	Agricultura, ganadería, caza y servicios relacionados	78
2020	11	Islas del Ibicuy	Silvicultura y explotación forestal	5
2020	11	Islas del Ibicuy	Extracción de petróleo crudo y gas natural	NA
2020	11	Islas del Ibicuy	Extracción de otros minerales	40
2020	11	Islas del Ibicuy	Actividades de apoyo al petróleo y la minería	NA
2020	11	Islas del Ibicuy	Elaboración de productos alimenticios	10
2020	11	Islas del Ibicuy	Elaboración de bebidas	7
2020	11	Islas del Ibicuy	Elaboración de productos de papel	68
2020	11	Islas del Ibicuy	Fabricación de sustancias químicas	3
2020	11	Islas del Ibicuy	Elaboracion de productos farmacéuticos	NA
2020	11	Islas del Ibicuy	Fabricación de productos de caucho y vidrio	NA
2020	11	Islas del Ibicuy	Fabricación de productos de vidrio y otros minerales no metálicos	NA
2020	11	Islas del Ibicuy	Fabricación de metales comunes	8
2020	11	Islas del Ibicuy	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	NA
2020	11	Islas del Ibicuy	Fabricación de vehículos automotores, remolques y semirremolques	42
2020	11	Islas del Ibicuy	Fabricación de muebles	NA
2020	11	Islas del Ibicuy	Otras industrias manufactureras	3
2020	11	Islas del Ibicuy	Suministro de electricidad, gas, vapor y aire acondicionado	7
2020	11	Islas del Ibicuy	Captación, tratamiento y distribución de agua	5
2020	11	Islas del Ibicuy	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2020	11	Islas del Ibicuy	Descontaminación y otros servicios	NA
2020	11	Islas del Ibicuy	Construcción de edificios y partes	7
2020	11	Islas del Ibicuy	Obras de ingeniería civil	19
2020	11	Islas del Ibicuy	Actividades especializadas de construcción	12
2020	11	Islas del Ibicuy	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	NA
2020	11	Islas del Ibicuy	Comercio al por mayor excepto autos y motos	101
2020	11	Islas del Ibicuy	Comercio al por menor excepto autos y motos	20
2020	11	Islas del Ibicuy	Transporte terrestre y por tuberías	45
2020	11	Islas del Ibicuy	Transporte acuático	6
2020	11	Islas del Ibicuy	Almacenamiento y actividades de apoyo al transporte	92
2020	11	Islas del Ibicuy	Servicio de correo y mensajería	NA
2020	11	Islas del Ibicuy	Servicios de alojamiento	NA
2020	11	Islas del Ibicuy	Servicios de expendio de alimentos y bebidas	4
2020	11	Islas del Ibicuy	Edición	NA
2020	11	Islas del Ibicuy	Programación y transmisiones de TV y radio	NA
2020	11	Islas del Ibicuy	Telecomunicaciones	NA
2020	11	Islas del Ibicuy	Servicios de programación, consultoría informática y actividades conexas	NA
2020	11	Islas del Ibicuy	Servicios financieros (excepto seguros y pensiones)	6
2020	11	Islas del Ibicuy	Servicios de seguros, reaseguros y pensiones	3
2020	11	Islas del Ibicuy	Servicios inmobiliarios	9
2020	11	Islas del Ibicuy	Servicios jurídicos y de contabilidad	NA
2020	11	Islas del Ibicuy	Servicios y asesoramiento de dirección y gestión empresarial	NA
2020	11	Islas del Ibicuy	Servicios de arquitectura e ingeniería	NA
2020	11	Islas del Ibicuy	Servicios veterinarios	NA
2020	11	Islas del Ibicuy	Alquiler y arrendamiento	NA
2020	11	Islas del Ibicuy	Servicios de obtención y dotación de personal	NA
2020	11	Islas del Ibicuy	Actividades de investigación y seguridad	12
2020	11	Islas del Ibicuy	Servicios a edificios y actividades de jardinería	16
2020	11	Islas del Ibicuy	Actividades administrativas y de apoyo a oficinas y empresas	NA
2020	11	Islas del Ibicuy	Administración pública, defensa y seguridad social	NA
2020	11	Islas del Ibicuy	Enseñanza	65
2020	11	Islas del Ibicuy	Servicios de salud humana	6
2020	11	Islas del Ibicuy	Juegos de azar y apuestas	NA
2020	11	Islas del Ibicuy	Actividades deportivas, recreativas y de entretenimiento	5
2020	11	Islas del Ibicuy	Servicios de asociaciones	28
2020	11	La Paz	Agricultura, ganadería, caza y servicios relacionados	1574
2020	11	La Paz	Silvicultura y explotación forestal	17
2020	11	La Paz	Pesca y acuicultura	32
2020	11	La Paz	Extracción de petróleo crudo y gas natural	NA
2020	11	La Paz	Extracción de otros minerales	58
2020	11	La Paz	Actividades de apoyo al petróleo y la minería	4
2020	11	La Paz	Elaboración de productos alimenticios	587
2020	11	La Paz	Elaboración de bebidas	8
2020	11	La Paz	Elaboración de productos textiles	4
2020	11	La Paz	Elaboración de prendas de vestir	6
2020	11	La Paz	Elaboración de productos de cuero y calzado	NA
2020	11	La Paz	Elaboración de productos de madera	49
2020	11	La Paz	Elaboración de productos de papel	8
2020	11	La Paz	Imprentas y editoriales	NA
2020	11	La Paz	Fabricación de sustancias químicas	9
2020	11	La Paz	Elaboracion de productos farmacéuticos	8
2020	11	La Paz	Fabricación de productos de caucho y vidrio	20
2020	11	La Paz	Fabricación de productos de vidrio y otros minerales no metálicos	81
2020	11	La Paz	Fabricación de metales comunes	9
2020	11	La Paz	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	36
2020	11	La Paz	Fabricación de productos de informática, de electrónica y de óptica	3
2020	11	La Paz	Fabricación de equipo eléctrico	NA
2020	11	La Paz	Fabricación de maquinarias	16
2020	11	La Paz	Fabricación de vehículos automotores, remolques y semirremolques	10
2020	11	La Paz	Fabricación de otros equipos de transporte	NA
