anio	mes	nombre_departamento_indec	sector_nombre	puestos_sector_privado
2020	1	Colón	Agricultura, ganadería, caza y servicios relacionados	674
2020	1	Colón	Silvicultura y explotación forestal	159
2020	1	Colón	Pesca y acuicultura	103
2020	1	Colón	Extracción de petróleo crudo y gas natural	NA
2020	1	Colón	Extracción de minerales metálicos	NA
2020	1	Colón	Extracción de otros minerales	77
2020	1	Colón	Actividades de apoyo al petróleo y la minería	3
2020	1	Colón	Elaboración de productos alimenticios	2712
2020	1	Colón	Elaboración de bebidas	9
2020	1	Colón	Elaboración de productos textiles	4
2020	1	Colón	Elaboración de prendas de vestir	22
2020	1	Colón	Elaboración de productos de cuero y calzado	3
2020	1	Colón	Elaboración de productos de madera	284
2020	1	Colón	Elaboración de productos de papel	6
2020	1	Colón	Imprentas y editoriales	5
2020	1	Colón	Fabricación de sustancias químicas	8
2020	1	Colón	Elaboracion de productos farmacéuticos	5
2020	1	Colón	Fabricación de productos de caucho y vidrio	19
2020	1	Colón	Fabricación de productos de vidrio y otros minerales no metálicos	12
2020	1	Colón	Fabricación de metales comunes	NA
2020	1	Colón	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	40
2020	1	Colón	Fabricación de equipo eléctrico	6
2020	1	Colón	Fabricación de maquinarias	76
2020	1	Colón	Fabricación de vehículos automotores, remolques y semirremolques	11
2020	1	Colón	Fabricación de otros equipos de transporte	NA
2020	1	Colón	Fabricación de muebles	20
2020	1	Colón	Otras industrias manufactureras	NA
2020	1	Colón	Reparación e instalación de maquinaria y equipo	3
2020	1	Colón	Suministro de electricidad, gas, vapor y aire acondicionado	18
2020	1	Colón	Captación, tratamiento y distribución de agua	4
2020	1	Colón	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2020	1	Colón	Construcción de edificios y partes	77
2020	1	Colón	Obras de ingeniería civil	92
2020	1	Colón	Actividades especializadas de construcción	30
2020	1	Colón	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	97
2020	1	Colón	Comercio al por mayor excepto autos y motos	429
2020	1	Colón	Comercio al por menor excepto autos y motos	1053
2020	1	Colón	Transporte terrestre y por tuberías	468
2020	1	Colón	Transporte acuático	66
2020	1	Colón	Almacenamiento y actividades de apoyo al transporte	45
2020	1	Colón	Servicio de correo y mensajería	11
2020	1	Colón	Servicios de alojamiento	398
2020	1	Colón	Servicios de expendio de alimentos y bebidas	285
2020	1	Colón	Edición	17
2020	1	Colón	Servicios audiovisuales	NA
2020	1	Colón	Programación y transmisiones de TV y radio	69
2020	1	Colón	Telecomunicaciones	12
2020	1	Colón	Servicios de programación, consultoría informática y actividades conexas	39
2020	1	Colón	Actividades de procesamiento de información	3
2020	1	Colón	Servicios financieros (excepto seguros y pensiones)	64
2020	1	Colón	Servicios de seguros, reaseguros y pensiones	59
2020	1	Colón	Servicios auxiliares de la actividad financiera y de seguros	23
2020	1	Colón	Servicios inmobiliarios	28
2020	1	Colón	Servicios jurídicos y de contabilidad	58
2020	1	Colón	Servicios y asesoramiento de dirección y gestión empresarial	21
2020	1	Colón	Servicios de arquitectura e ingeniería	15
2020	1	Colón	Investigación y desarrollo científico	NA
2020	1	Colón	Servicios de publicidad e investigación de mercado	NA
2020	1	Colón	Otras actividades profesionales, científicas y técnicas	7
2020	1	Colón	Servicios veterinarios	3
2020	1	Colón	Alquiler y arrendamiento	36
2020	1	Colón	Servicios de obtención y dotación de personal	NA
2020	1	Colón	Agencias de viajes, servicios de reservas y actividades conexas	10
2020	1	Colón	Actividades de investigación y seguridad	46
2020	1	Colón	Servicios a edificios y actividades de jardinería	48
2020	1	Colón	Actividades administrativas y de apoyo a oficinas y empresas	23
2020	1	Colón	Administración pública, defensa y seguridad social	NA
2020	1	Colón	Enseñanza	386
2020	1	Colón	Servicios de salud humana	214
2020	1	Colón	Actividades de atención en instituciones	26
2020	1	Colón	Actividades de atención sin alojamiento	NA
2020	1	Colón	Servicios artísticos y de espectáculos	NA
2020	1	Colón	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2020	1	Colón	Juegos de azar y apuestas	22
2020	1	Colón	Actividades deportivas, recreativas y de entretenimiento	67
2020	1	Colón	Servicios de asociaciones	339
2020	1	Colón	Reparación de computadoras y equipos de uso doméstico	3
2020	1	Colón	Otros servicios personales	20
2020	1	Colón	Otros sectores	19
2020	1	Concordia	Agricultura, ganadería, caza y servicios relacionados	4235
2020	1	Concordia	Silvicultura y explotación forestal	237
2020	1	Concordia	Pesca y acuicultura	4
2020	1	Concordia	Extracción de petróleo crudo y gas natural	5
2020	1	Concordia	Extracción de minerales metálicos	NA
2020	1	Concordia	Extracción de otros minerales	56
2020	1	Concordia	Actividades de apoyo al petróleo y la minería	15
2020	1	Concordia	Elaboración de productos alimenticios	975
2020	1	Concordia	Elaboración de bebidas	181
2020	1	Concordia	Elaboración de productos textiles	6
2020	1	Concordia	Elaboración de prendas de vestir	13
2020	1	Concordia	Elaboración de productos de madera	1093
2020	1	Concordia	Elaboración de productos de papel	7
2020	1	Concordia	Imprentas y editoriales	32
2020	1	Concordia	Fabricación de sustancias químicas	114
2020	1	Concordia	Elaboracion de productos farmacéuticos	25
2020	1	Concordia	Fabricación de productos de caucho y vidrio	25
2020	1	Concordia	Fabricación de productos de vidrio y otros minerales no metálicos	47
2020	1	Concordia	Fabricación de metales comunes	13
2020	1	Concordia	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	96
2020	1	Concordia	Fabricación de productos de informática, de electrónica y de óptica	10
2020	1	Concordia	Fabricación de equipo eléctrico	14
2020	1	Concordia	Fabricación de maquinarias	25
2020	1	Concordia	Fabricación de vehículos automotores, remolques y semirremolques	29
2020	1	Concordia	Fabricación de otros equipos de transporte	NA
2020	1	Concordia	Fabricación de muebles	10
2020	1	Concordia	Otras industrias manufactureras	22
2020	1	Concordia	Reparación e instalación de maquinaria y equipo	27
2020	1	Concordia	Suministro de electricidad, gas, vapor y aire acondicionado	236
2020	1	Concordia	Captación, tratamiento y distribución de agua	26
2020	1	Concordia	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	16
2020	1	Concordia	Descontaminación y otros servicios	NA
2020	1	Concordia	Construcción de edificios y partes	538
2020	1	Concordia	Obras de ingeniería civil	462
2020	1	Concordia	Actividades especializadas de construcción	235
2020	1	Concordia	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	387
2020	1	Concordia	Comercio al por mayor excepto autos y motos	1490
2020	1	Concordia	Comercio al por menor excepto autos y motos	2055
2020	1	Concordia	Transporte terrestre y por tuberías	710
2020	1	Concordia	Transporte acuático	NA
2020	1	Concordia	Transporte aéreo	NA
2020	1	Concordia	Almacenamiento y actividades de apoyo al transporte	63
2020	1	Concordia	Servicio de correo y mensajería	55
2020	1	Concordia	Servicios de alojamiento	228
2020	1	Concordia	Servicios de expendio de alimentos y bebidas	340
2020	1	Concordia	Edición	9
2020	1	Concordia	Servicios audiovisuales	12
2020	1	Concordia	Programación y transmisiones de TV y radio	123
2020	1	Concordia	Telecomunicaciones	88
2020	1	Concordia	Servicios de programación, consultoría informática y actividades conexas	70
2020	1	Concordia	Actividades de procesamiento de información	NA
2020	1	Concordia	Servicios financieros (excepto seguros y pensiones)	313
2020	1	Concordia	Servicios de seguros, reaseguros y pensiones	210
2020	1	Concordia	Servicios auxiliares de la actividad financiera y de seguros	42
2020	1	Concordia	Servicios inmobiliarios	168
2020	1	Concordia	Servicios jurídicos y de contabilidad	112
2020	1	Concordia	Servicios y asesoramiento de dirección y gestión empresarial	59
2020	1	Concordia	Servicios de arquitectura e ingeniería	35
2020	1	Concordia	Investigación y desarrollo científico	NA
2020	1	Concordia	Servicios de publicidad e investigación de mercado	12
2020	1	Concordia	Otras actividades profesionales, científicas y técnicas	4
2020	1	Concordia	Servicios veterinarios	6
2020	1	Concordia	Alquiler y arrendamiento	29
2020	1	Concordia	Agencias de viajes, servicios de reservas y actividades conexas	46
2020	1	Concordia	Actividades de investigación y seguridad	218
2020	1	Concordia	Servicios a edificios y actividades de jardinería	214
2020	1	Concordia	Actividades administrativas y de apoyo a oficinas y empresas	190
2020	1	Concordia	Administración pública, defensa y seguridad social	NA
2020	1	Concordia	Enseñanza	1740
2020	1	Concordia	Servicios de salud humana	765
2020	1	Concordia	Actividades de atención en instituciones	41
2020	1	Concordia	Servicios artísticos y de espectáculos	6
2020	1	Concordia	Juegos de azar y apuestas	31
2020	1	Concordia	Actividades deportivas, recreativas y de entretenimiento	49
2020	1	Concordia	Servicios de asociaciones	511
2020	1	Concordia	Reparación de computadoras y equipos de uso doméstico	12
2020	1	Concordia	Otros servicios personales	95
2020	1	Concordia	Otros sectores	16
2020	1	Diamante	Agricultura, ganadería, caza y servicios relacionados	538
2020	1	Diamante	Pesca y acuicultura	19
2020	1	Diamante	Extracción de petróleo crudo y gas natural	5
2020	1	Diamante	Extracción de minerales metálicos	NA
2020	1	Diamante	Extracción de otros minerales	16
2020	1	Diamante	Actividades de apoyo al petróleo y la minería	4
2020	1	Diamante	Elaboración de productos alimenticios	694
2020	1	Diamante	Elaboración de bebidas	65
2020	1	Diamante	Elaboración de productos textiles	14
2020	1	Diamante	Elaboración de prendas de vestir	3
2020	1	Diamante	Elaboración de productos de cuero y calzado	121
2020	1	Diamante	Elaboración de productos de madera	3
2020	1	Diamante	Elaboración de productos de papel	8
2020	1	Diamante	Imprentas y editoriales	5
2020	1	Diamante	Fabricación de sustancias químicas	29
2020	1	Diamante	Elaboracion de productos farmacéuticos	14
2020	1	Diamante	Fabricación de productos de caucho y vidrio	83
2020	1	Diamante	Fabricación de productos de vidrio y otros minerales no metálicos	56
2020	1	Diamante	Fabricación de metales comunes	12
2020	1	Diamante	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	78
2020	1	Diamante	Fabricación de productos de informática, de electrónica y de óptica	NA
2020	1	Diamante	Fabricación de equipo eléctrico	3
2020	1	Diamante	Fabricación de maquinarias	14
2020	1	Diamante	Fabricación de vehículos automotores, remolques y semirremolques	69
2020	1	Diamante	Fabricación de otros equipos de transporte	7
2020	1	Diamante	Fabricación de muebles	31
2020	1	Diamante	Otras industrias manufactureras	14
2020	1	Diamante	Reparación e instalación de maquinaria y equipo	NA
2020	1	Diamante	Suministro de electricidad, gas, vapor y aire acondicionado	24
2020	1	Diamante	Captación, tratamiento y distribución de agua	20
2020	1	Diamante	Evacuación de aguas residuales	NA
2020	1	Diamante	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2020	1	Diamante	Construcción de edificios y partes	40
2020	1	Diamante	Obras de ingeniería civil	108
2020	1	Diamante	Actividades especializadas de construcción	16
2020	1	Diamante	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	58
2020	1	Diamante	Comercio al por mayor excepto autos y motos	471
2020	1	Diamante	Comercio al por menor excepto autos y motos	532
2020	1	Diamante	Transporte terrestre y por tuberías	235
2020	1	Diamante	Transporte acuático	7
2020	1	Diamante	Almacenamiento y actividades de apoyo al transporte	32
2020	1	Diamante	Servicio de correo y mensajería	13
2020	1	Diamante	Servicios de alojamiento	26
2020	1	Diamante	Servicios de expendio de alimentos y bebidas	78
2020	1	Diamante	Edición	22
2020	1	Diamante	Servicios audiovisuales	NA
2020	1	Diamante	Programación y transmisiones de TV y radio	25
2020	1	Diamante	Telecomunicaciones	17
2020	1	Diamante	Servicios de programación, consultoría informática y actividades conexas	19
2020	1	Diamante	Servicios financieros (excepto seguros y pensiones)	47
2020	1	Diamante	Servicios de seguros, reaseguros y pensiones	25
2020	1	Diamante	Servicios auxiliares de la actividad financiera y de seguros	5
2020	1	Diamante	Servicios inmobiliarios	32
2020	1	Diamante	Servicios jurídicos y de contabilidad	58
2020	1	Diamante	Servicios y asesoramiento de dirección y gestión empresarial	5
2020	1	Diamante	Servicios de arquitectura e ingeniería	7
2020	1	Diamante	Investigación y desarrollo científico	NA
2020	1	Diamante	Servicios de publicidad e investigación de mercado	3
2020	1	Diamante	Otras actividades profesionales, científicas y técnicas	NA
2020	1	Diamante	Servicios veterinarios	NA
2020	1	Diamante	Alquiler y arrendamiento	NA
2020	1	Diamante	Servicios de obtención y dotación de personal	NA
2020	1	Diamante	Agencias de viajes, servicios de reservas y actividades conexas	7
2020	1	Diamante	Actividades de investigación y seguridad	14
2020	1	Diamante	Servicios a edificios y actividades de jardinería	21
2020	1	Diamante	Actividades administrativas y de apoyo a oficinas y empresas	35
2020	1	Diamante	Administración pública, defensa y seguridad social	NA
2020	1	Diamante	Enseñanza	1062
2020	1	Diamante	Servicios de salud humana	771
2020	1	Diamante	Actividades de atención en instituciones	92
2020	1	Diamante	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2020	1	Diamante	Juegos de azar y apuestas	22
2020	1	Diamante	Actividades deportivas, recreativas y de entretenimiento	9
2020	1	Diamante	Servicios de asociaciones	354
2020	1	Diamante	Reparación de computadoras y equipos de uso doméstico	NA
2020	1	Diamante	Otros servicios personales	26
2020	1	Diamante	Otros sectores	NA
2020	1	Federación	Agricultura, ganadería, caza y servicios relacionados	1364
2020	1	Federación	Silvicultura y explotación forestal	35
2020	1	Federación	Pesca y acuicultura	NA
2020	1	Federación	Extracción de petróleo crudo y gas natural	NA
2020	1	Federación	Extracción de otros minerales	11
2020	1	Federación	Actividades de apoyo al petróleo y la minería	NA
2020	1	Federación	Elaboración de productos alimenticios	373
2020	1	Federación	Elaboración de bebidas	21
2020	1	Federación	Elaboración de prendas de vestir	NA
2020	1	Federación	Elaboración de productos de cuero y calzado	NA
2020	1	Federación	Elaboración de productos de madera	848
2020	1	Federación	Elaboración de productos de papel	4
2020	1	Federación	Imprentas y editoriales	3
2020	1	Federación	Fabricación de sustancias químicas	50
2020	1	Federación	Elaboracion de productos farmacéuticos	NA
2020	1	Federación	Fabricación de productos de caucho y vidrio	4
2020	1	Federación	Fabricación de productos de vidrio y otros minerales no metálicos	19
2020	1	Federación	Fabricación de metales comunes	NA
2020	1	Federación	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	60
2020	1	Federación	Fabricación de productos de informática, de electrónica y de óptica	NA
2020	1	Federación	Fabricación de equipo eléctrico	9
2020	1	Federación	Fabricación de maquinarias	16
2020	1	Federación	Fabricación de vehículos automotores, remolques y semirremolques	10
2020	1	Federación	Fabricación de otros equipos de transporte	NA
2020	1	Federación	Fabricación de muebles	77
2020	1	Federación	Reparación e instalación de maquinaria y equipo	33
2020	1	Federación	Suministro de electricidad, gas, vapor y aire acondicionado	72
2020	1	Federación	Captación, tratamiento y distribución de agua	5
2020	1	Federación	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	4
2020	1	Federación	Construcción de edificios y partes	37
2020	1	Federación	Obras de ingeniería civil	91
2020	1	Federación	Actividades especializadas de construcción	11
2020	1	Federación	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	154
2020	1	Federación	Comercio al por mayor excepto autos y motos	647
2020	1	Federación	Comercio al por menor excepto autos y motos	786
2020	1	Federación	Transporte terrestre y por tuberías	148
2020	1	Federación	Transporte acuático	3
2020	1	Federación	Almacenamiento y actividades de apoyo al transporte	10
2020	1	Federación	Servicio de correo y mensajería	3
2020	1	Federación	Servicios de alojamiento	325
2020	1	Federación	Servicios de expendio de alimentos y bebidas	162
2020	1	Federación	Edición	3
2020	1	Federación	Servicios audiovisuales	4
2020	1	Federación	Programación y transmisiones de TV y radio	39
2020	1	Federación	Telecomunicaciones	42
2020	1	Federación	Servicios de programación, consultoría informática y actividades conexas	23
2020	1	Federación	Actividades de procesamiento de información	NA
2020	1	Federación	Servicios financieros (excepto seguros y pensiones)	64
2020	1	Federación	Servicios de seguros, reaseguros y pensiones	24
2020	1	Federación	Servicios auxiliares de la actividad financiera y de seguros	5
2020	1	Federación	Servicios inmobiliarios	39
2020	1	Federación	Servicios jurídicos y de contabilidad	82
2020	1	Federación	Servicios y asesoramiento de dirección y gestión empresarial	27
2020	1	Federación	Servicios de arquitectura e ingeniería	26
2020	1	Federación	Investigación y desarrollo científico	NA
2020	1	Federación	Servicios de publicidad e investigación de mercado	NA
2020	1	Federación	Otras actividades profesionales, científicas y técnicas	NA
2020	1	Federación	Servicios veterinarios	NA
2020	1	Federación	Alquiler y arrendamiento	17
2020	1	Federación	Servicios de obtención y dotación de personal	4
2020	1	Federación	Agencias de viajes, servicios de reservas y actividades conexas	6
2020	1	Federación	Actividades de investigación y seguridad	13
2020	1	Federación	Servicios a edificios y actividades de jardinería	31
2020	1	Federación	Actividades administrativas y de apoyo a oficinas y empresas	25
2020	1	Federación	Administración pública, defensa y seguridad social	NA
2020	1	Federación	Enseñanza	562
2020	1	Federación	Servicios de salud humana	156
2020	1	Federación	Actividades de atención en instituciones	NA
2020	1	Federación	Actividades de atención sin alojamiento	25
2020	1	Federación	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	3
2020	1	Federación	Juegos de azar y apuestas	3
2020	1	Federación	Actividades deportivas, recreativas y de entretenimiento	16
2020	1	Federación	Servicios de asociaciones	175
2020	1	Federación	Reparación de computadoras y equipos de uso doméstico	NA
2020	1	Federación	Otros servicios personales	13
2020	1	Federación	Otros sectores	NA
2020	1	Federal	Agricultura, ganadería, caza y servicios relacionados	703
2020	1	Federal	Silvicultura y explotación forestal	NA
2020	1	Federal	Pesca y acuicultura	NA
2020	1	Federal	Extracción de minerales metálicos	NA
2020	1	Federal	Extracción de otros minerales	NA
2020	1	Federal	Actividades de apoyo al petróleo y la minería	NA
2020	1	Federal	Elaboración de productos alimenticios	29
2020	1	Federal	Elaboración de bebidas	5
2020	1	Federal	Elaboración de prendas de vestir	NA
2020	1	Federal	Elaboración de productos de madera	12
2020	1	Federal	Elaboración de productos de papel	NA
2020	1	Federal	Fabricación de sustancias químicas	NA
2020	1	Federal	Fabricación de productos de caucho y vidrio	3
2020	1	Federal	Fabricación de productos de vidrio y otros minerales no metálicos	6
2020	1	Federal	Fabricación de metales comunes	NA
2020	1	Federal	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	5
2020	1	Federal	Fabricación de equipo eléctrico	NA
2020	1	Federal	Fabricación de vehículos automotores, remolques y semirremolques	12
2020	1	Federal	Fabricación de muebles	3
2020	1	Federal	Suministro de electricidad, gas, vapor y aire acondicionado	5
2020	1	Federal	Captación, tratamiento y distribución de agua	NA
2020	1	Federal	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2020	1	Federal	Construcción de edificios y partes	32
2020	1	Federal	Obras de ingeniería civil	78
2020	1	Federal	Actividades especializadas de construcción	13
2020	1	Federal	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	25
2020	1	Federal	Comercio al por mayor excepto autos y motos	125
2020	1	Federal	Comercio al por menor excepto autos y motos	237
2020	1	Federal	Transporte terrestre y por tuberías	54
2020	1	Federal	Almacenamiento y actividades de apoyo al transporte	NA
2020	1	Federal	Servicio de correo y mensajería	4
2020	1	Federal	Servicios de alojamiento	9
2020	1	Federal	Servicios de expendio de alimentos y bebidas	17
2020	1	Federal	Edición	NA
2020	1	Federal	Programación y transmisiones de TV y radio	10
2020	1	Federal	Telecomunicaciones	NA
2020	1	Federal	Servicios de programación, consultoría informática y actividades conexas	NA
2020	1	Federal	Servicios financieros (excepto seguros y pensiones)	15
2020	1	Federal	Servicios de seguros, reaseguros y pensiones	9
2020	1	Federal	Servicios auxiliares de la actividad financiera y de seguros	5
2020	1	Federal	Servicios inmobiliarios	11
2020	1	Federal	Servicios jurídicos y de contabilidad	18
2020	1	Federal	Servicios y asesoramiento de dirección y gestión empresarial	5
2020	1	Federal	Servicios de arquitectura e ingeniería	4
2020	1	Federal	Investigación y desarrollo científico	NA
2020	1	Federal	Servicios veterinarios	NA
2020	1	Federal	Alquiler y arrendamiento	3
2020	1	Federal	Actividades de investigación y seguridad	17
2020	1	Federal	Servicios a edificios y actividades de jardinería	11
2020	1	Federal	Actividades administrativas y de apoyo a oficinas y empresas	9
2020	1	Federal	Administración pública, defensa y seguridad social	NA
2020	1	Federal	Enseñanza	187
2020	1	Federal	Servicios de salud humana	35
2020	1	Federal	Actividades de atención en instituciones	6
2020	1	Federal	Actividades de atención sin alojamiento	NA
2020	1	Federal	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2020	1	Federal	Juegos de azar y apuestas	5
2020	1	Federal	Actividades deportivas, recreativas y de entretenimiento	6
2020	1	Federal	Servicios de asociaciones	81
2020	1	Federal	Otros servicios personales	7
2020	1	Federal	Otros sectores	6
2020	1	Feliciano	Agricultura, ganadería, caza y servicios relacionados	363
2020	1	Feliciano	Silvicultura y explotación forestal	NA
2020	1	Feliciano	Pesca y acuicultura	NA
2020	1	Feliciano	Extracción de otros minerales	NA
2020	1	Feliciano	Elaboración de productos alimenticios	33
2020	1	Feliciano	Elaboración de productos de cuero y calzado	NA
2020	1	Feliciano	Elaboración de productos de madera	NA
2020	1	Feliciano	Fabricación de productos de refinación de petróleo	NA
2020	1	Feliciano	Elaboracion de productos farmacéuticos	NA
2020	1	Feliciano	Fabricación de productos de caucho y vidrio	NA
2020	1	Feliciano	Fabricación de productos de vidrio y otros minerales no metálicos	NA
2020	1	Feliciano	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	NA
2020	1	Feliciano	Fabricación de maquinarias	NA
2020	1	Feliciano	Fabricación de muebles	NA
2020	1	Feliciano	Suministro de electricidad, gas, vapor y aire acondicionado	4
2020	1	Feliciano	Captación, tratamiento y distribución de agua	8
2020	1	Feliciano	Construcción de edificios y partes	12
2020	1	Feliciano	Obras de ingeniería civil	34
2020	1	Feliciano	Actividades especializadas de construcción	5
2020	1	Feliciano	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	8
2020	1	Feliciano	Comercio al por mayor excepto autos y motos	42
2020	1	Feliciano	Comercio al por menor excepto autos y motos	109
2020	1	Feliciano	Transporte terrestre y por tuberías	8
2020	1	Feliciano	Almacenamiento y actividades de apoyo al transporte	4
2020	1	Feliciano	Servicio de correo y mensajería	3
2020	1	Feliciano	Servicios de alojamiento	24
2020	1	Feliciano	Servicios de expendio de alimentos y bebidas	8
2020	1	Feliciano	Programación y transmisiones de TV y radio	6
2020	1	Feliciano	Servicios financieros (excepto seguros y pensiones)	15
2020	1	Feliciano	Servicios de seguros, reaseguros y pensiones	7
2020	1	Feliciano	Servicios inmobiliarios	15
2020	1	Feliciano	Servicios jurídicos y de contabilidad	8
2020	1	Feliciano	Servicios de arquitectura e ingeniería	NA
2020	1	Feliciano	Investigación y desarrollo científico	NA
2020	1	Feliciano	Servicios veterinarios	NA
2020	1	Feliciano	Alquiler y arrendamiento	NA
2020	1	Feliciano	Actividades de investigación y seguridad	NA
2020	1	Feliciano	Servicios a edificios y actividades de jardinería	5
2020	1	Feliciano	Actividades administrativas y de apoyo a oficinas y empresas	8
2020	1	Feliciano	Administración pública, defensa y seguridad social	NA
2020	1	Feliciano	Enseñanza	79
2020	1	Feliciano	Servicios de salud humana	13
2020	1	Feliciano	Actividades de atención sin alojamiento	NA
2020	1	Feliciano	Juegos de azar y apuestas	NA
2020	1	Feliciano	Actividades deportivas, recreativas y de entretenimiento	NA
2020	1	Feliciano	Servicios de asociaciones	17
2020	1	Feliciano	Otros servicios personales	NA
2020	1	Feliciano	Otros sectores	NA
2020	1	Gualeguay	Agricultura, ganadería, caza y servicios relacionados	997
2020	1	Gualeguay	Silvicultura y explotación forestal	4
2020	1	Gualeguay	Pesca y acuicultura	3
2020	1	Gualeguay	Extracción de petróleo crudo y gas natural	NA
2020	1	Gualeguay	Extracción de minerales metálicos	NA
2020	1	Gualeguay	Extracción de otros minerales	8
2020	1	Gualeguay	Elaboración de productos alimenticios	1512
2020	1	Gualeguay	Elaboración de bebidas	12
2020	1	Gualeguay	Elaboración de productos textiles	NA
2020	1	Gualeguay	Elaboración de prendas de vestir	NA
2020	1	Gualeguay	Elaboración de productos de cuero y calzado	14
2020	1	Gualeguay	Elaboración de productos de madera	NA
2020	1	Gualeguay	Elaboración de productos de papel	3
2020	1	Gualeguay	Imprentas y editoriales	11
2020	1	Gualeguay	Fabricación de productos de refinación de petróleo	NA
2020	1	Gualeguay	Fabricación de sustancias químicas	13
2020	1	Gualeguay	Elaboracion de productos farmacéuticos	5
2020	1	Gualeguay	Fabricación de productos de caucho y vidrio	8
2020	1	Gualeguay	Fabricación de productos de vidrio y otros minerales no metálicos	3
2020	1	Gualeguay	Fabricación de metales comunes	3
2020	1	Gualeguay	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	75
2020	1	Gualeguay	Fabricación de equipo eléctrico	7
2020	1	Gualeguay	Fabricación de vehículos automotores, remolques y semirremolques	18
2020	1	Gualeguay	Fabricación de otros equipos de transporte	4
2020	1	Gualeguay	Fabricación de muebles	NA
2020	1	Gualeguay	Otras industrias manufactureras	6
2020	1	Gualeguay	Reparación e instalación de maquinaria y equipo	NA
2020	1	Gualeguay	Suministro de electricidad, gas, vapor y aire acondicionado	30
2020	1	Gualeguay	Captación, tratamiento y distribución de agua	7
2020	1	Gualeguay	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	36
2020	1	Gualeguay	Construcción de edificios y partes	55
2020	1	Gualeguay	Obras de ingeniería civil	273
2020	1	Gualeguay	Actividades especializadas de construcción	40
2020	1	Gualeguay	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	50
2020	1	Gualeguay	Comercio al por mayor excepto autos y motos	423
2020	1	Gualeguay	Comercio al por menor excepto autos y motos	598
2020	1	Gualeguay	Transporte terrestre y por tuberías	233
2020	1	Gualeguay	Transporte aéreo	NA
2020	1	Gualeguay	Almacenamiento y actividades de apoyo al transporte	20
2020	1	Gualeguay	Servicio de correo y mensajería	7
2020	1	Gualeguay	Servicios de alojamiento	26
2020	1	Gualeguay	Servicios de expendio de alimentos y bebidas	88
2020	1	Gualeguay	Edición	9
2020	1	Gualeguay	Servicios audiovisuales	4
2020	1	Gualeguay	Programación y transmisiones de TV y radio	35
2020	1	Gualeguay	Telecomunicaciones	27
2020	1	Gualeguay	Servicios de programación, consultoría informática y actividades conexas	14
2020	1	Gualeguay	Servicios financieros (excepto seguros y pensiones)	50
2020	1	Gualeguay	Servicios de seguros, reaseguros y pensiones	48
2020	1	Gualeguay	Servicios auxiliares de la actividad financiera y de seguros	11
2020	1	Gualeguay	Servicios inmobiliarios	42
2020	1	Gualeguay	Servicios jurídicos y de contabilidad	60
2020	1	Gualeguay	Servicios y asesoramiento de dirección y gestión empresarial	26
2020	1	Gualeguay	Servicios de arquitectura e ingeniería	7
2020	1	Gualeguay	Investigación y desarrollo científico	4
2020	1	Gualeguay	Servicios de publicidad e investigación de mercado	6
2020	1	Gualeguay	Otras actividades profesionales, científicas y técnicas	NA
2020	1	Gualeguay	Servicios veterinarios	3
2020	1	Gualeguay	Alquiler y arrendamiento	23
2020	1	Gualeguay	Agencias de viajes, servicios de reservas y actividades conexas	4
2020	1	Gualeguay	Actividades de investigación y seguridad	29
2020	1	Gualeguay	Servicios a edificios y actividades de jardinería	26
2020	1	Gualeguay	Actividades administrativas y de apoyo a oficinas y empresas	16
2020	1	Gualeguay	Administración pública, defensa y seguridad social	NA
2020	1	Gualeguay	Enseñanza	535
2020	1	Gualeguay	Servicios de salud humana	166
2020	1	Gualeguay	Actividades de atención en instituciones	15
2020	1	Gualeguay	Actividades de atención sin alojamiento	NA
2020	1	Gualeguay	Juegos de azar y apuestas	14
2020	1	Gualeguay	Actividades deportivas, recreativas y de entretenimiento	16
2020	1	Gualeguay	Servicios de asociaciones	114
2020	1	Gualeguay	Reparación de computadoras y equipos de uso doméstico	NA
2020	1	Gualeguay	Otros servicios personales	13
2020	1	Gualeguay	Otros sectores	12
2020	1	Gualeguaychú	Agricultura, ganadería, caza y servicios relacionados	1339
